,Unnamed: 0,Canton,InitialPower,MainCategory,PlantCategory,SubCategory,TotalPower
2060,2060,SG,0.0,Fossil fuel,Attached,Biomass,0.0
2061,2061,SG,0.0,Fossil fuel,,Biomass,0.0
2062,2062,SG,0.0,Fossil fuel,Continuous power plant,Biomass,0.0
2063,2063,SG,0.0,Fossil fuel,Drinking water power plant,Biomass,0.0
2064,2064,SG,0.0,Fossil fuel,Wastewater treatment,Biomass,0.0
2065,2065,SG,0.0,Fossil fuel,Diversion power plant,Biomass,0.0
2066,2066,SG,0.0,Fossil fuel,Biomass usage,Biomass,0.0
2067,2067,SG,0.0,Fossil fuel,Weir plant,Biomass,0.0
2068,2068,SG,0.0,Fossil fuel,Freestanding,Biomass,0.0
2069,2069,SG,0.0,Fossil fuel,Waste incineration,Biomass,0.0
2070,2070,SG,0.0,Fossil fuel,Wastewater power plant,Biomass,0.0
2071,2071,SG,0.0,Fossil fuel,Storage power plant,Biomass,0.0
2072,2072,SG,0.0,Fossil fuel,Pumped storage power plant,Biomass,0.0
2073,2073,SG,0.0,Fossil fuel,Integrated,Waste,0.0
2074,2074,SG,0.0,Fossil fuel,Attached,Waste,0.0
2075,2075,SG,0.0,Fossil fuel,,Waste,0.0
2076,2076,SG,0.0,Fossil fuel,Continuous power plant,Waste,0.0
2077,2077,SG,0.0,Fossil fuel,Drinking water power plant,Waste,0.0
2078,2078,SG,0.0,Fossil fuel,Wastewater treatment,Waste,0.0
2079,2079,SG,0.0,Fossil fuel,Diversion power plant,Waste,0.0
2080,2080,SG,0.0,Fossil fuel,Biomass usage,Waste,0.0
2081,2081,SG,0.0,Fossil fuel,Weir plant,Waste,0.0
2082,2082,SG,0.0,Fossil fuel,Freestanding,Waste,0.0
2083,2083,SG,0.0,Fossil fuel,Waste incineration,Waste,0.0
2084,2084,SG,0.0,Fossil fuel,Wastewater power plant,Waste,0.0
2085,2085,SG,0.0,Fossil fuel,Storage power plant,Waste,0.0
2086,2086,SG,0.0,Fossil fuel,Pumped storage power plant,Waste,0.0
2087,2087,SG,0.0,Fossil fuel,Integrated,Natural gas,0.0
2088,2088,SG,0.0,Fossil fuel,Attached,Natural gas,0.0
2089,2089,SG,0.0,Fossil fuel,,Natural gas,0.0
2090,2090,SG,0.0,Fossil fuel,Continuous power plant,Natural gas,0.0
2091,2091,SG,0.0,Fossil fuel,Drinking water power plant,Natural gas,0.0
2092,2092,SG,0.0,Fossil fuel,Wastewater treatment,Natural gas,0.0
2093,2093,SG,0.0,Fossil fuel,Diversion power plant,Natural gas,0.0
2094,2094,SG,0.0,Fossil fuel,Biomass usage,Natural gas,0.0
2095,2095,SG,0.0,Fossil fuel,Weir plant,Natural gas,0.0
2096,2096,SG,0.0,Fossil fuel,Freestanding,Natural gas,0.0
2097,2097,SG,0.0,Fossil fuel,Waste incineration,Natural gas,0.0
2098,2098,SG,0.0,Fossil fuel,Wastewater power plant,Natural gas,0.0
2099,2099,SG,0.0,Fossil fuel,Storage power plant,Natural gas,0.0
2100,2100,SG,0.0,Fossil fuel,Pumped storage power plant,Natural gas,0.0
2101,2101,SG,0.0,Fossil fuel,Integrated,Nuclear energy,0.0
2102,2102,SG,0.0,Fossil fuel,Attached,Nuclear energy,0.0
2103,2103,SG,0.0,Fossil fuel,,Nuclear energy,0.0
2104,2104,SG,0.0,Fossil fuel,Continuous power plant,Nuclear energy,0.0
2105,2105,SG,0.0,Fossil fuel,Drinking water power plant,Nuclear energy,0.0
2106,2106,SG,0.0,Fossil fuel,Wastewater treatment,Nuclear energy,0.0
2107,2107,SG,0.0,Fossil fuel,Diversion power plant,Nuclear energy,0.0
2108,2108,SG,0.0,Fossil fuel,Biomass usage,Nuclear energy,0.0
2109,2109,SG,0.0,Fossil fuel,Weir plant,Nuclear energy,0.0
2110,2110,SG,0.0,Fossil fuel,Freestanding,Nuclear energy,0.0
2111,2111,SG,0.0,Fossil fuel,Waste incineration,Nuclear energy,0.0
2112,2112,SG,0.0,Fossil fuel,Wastewater power plant,Nuclear energy,0.0
2113,2113,SG,0.0,Fossil fuel,Storage power plant,Nuclear energy,0.0
2114,2114,SG,0.0,Fossil fuel,Pumped storage power plant,Nuclear energy,0.0
2115,2115,SG,0.0,Fossil fuel,Integrated,Crude oil,0.0
2116,2116,SG,0.0,Fossil fuel,Attached,Crude oil,0.0
2117,2117,SG,0.0,Fossil fuel,,Crude oil,0.0
2118,2118,SG,0.0,Fossil fuel,Continuous power plant,Crude oil,0.0
2119,2119,SG,0.0,Fossil fuel,Drinking water power plant,Crude oil,0.0
2120,2120,SG,0.0,Fossil fuel,Wastewater treatment,Crude oil,0.0
2121,2121,SG,0.0,Fossil fuel,Diversion power plant,Crude oil,0.0
2122,2122,SG,0.0,Fossil fuel,Biomass usage,Crude oil,0.0
2123,2123,SG,0.0,Fossil fuel,Weir plant,Crude oil,0.0
2124,2124,SG,0.0,Fossil fuel,Freestanding,Crude oil,0.0
2125,2125,SG,0.0,Fossil fuel,Waste incineration,Crude oil,0.0
2126,2126,SG,0.0,Fossil fuel,Wastewater power plant,Crude oil,0.0
2127,2127,SG,0.0,Fossil fuel,Storage power plant,Crude oil,0.0
2128,2128,SG,0.0,Fossil fuel,Pumped storage power plant,Crude oil,0.0
2129,2129,SG,0.0,Nuclear energy,Integrated,Photovoltaic,0.0
2130,2130,SG,0.0,Nuclear energy,Attached,Photovoltaic,0.0
2131,2131,SG,0.0,Nuclear energy,,Photovoltaic,0.0
2132,2132,SG,0.0,Nuclear energy,Continuous power plant,Photovoltaic,0.0
2133,2133,SG,0.0,Nuclear energy,Drinking water power plant,Photovoltaic,0.0
2134,2134,SG,0.0,Nuclear energy,Wastewater treatment,Photovoltaic,0.0
2135,2135,SG,0.0,Nuclear energy,Diversion power plant,Photovoltaic,0.0
2136,2136,SG,0.0,Nuclear energy,Biomass usage,Photovoltaic,0.0
2137,2137,SG,0.0,Nuclear energy,Weir plant,Photovoltaic,0.0
2138,2138,SG,0.0,Nuclear energy,Freestanding,Photovoltaic,0.0
2139,2139,SG,0.0,Nuclear energy,Waste incineration,Photovoltaic,0.0
2140,2140,SG,0.0,Nuclear energy,Wastewater power plant,Photovoltaic,0.0
2141,2141,SG,0.0,Nuclear energy,Storage power plant,Photovoltaic,0.0
2142,2142,SG,0.0,Nuclear energy,Pumped storage power plant,Photovoltaic,0.0
2143,2143,SG,0.0,Nuclear energy,Integrated,Wind Energy,0.0
2144,2144,SG,0.0,Nuclear energy,Attached,Wind Energy,0.0
2145,2145,SG,0.0,Nuclear energy,,Wind Energy,0.0
2146,2146,SG,0.0,Nuclear energy,Continuous power plant,Wind Energy,0.0
2147,2147,SG,0.0,Nuclear energy,Drinking water power plant,Wind Energy,0.0
2148,2148,SG,0.0,Nuclear energy,Wastewater treatment,Wind Energy,0.0
2149,2149,SG,0.0,Nuclear energy,Diversion power plant,Wind Energy,0.0
2150,2150,SG,0.0,Nuclear energy,Biomass usage,Wind Energy,0.0
2151,2151,SG,0.0,Nuclear energy,Weir plant,Wind Energy,0.0
2152,2152,SG,0.0,Nuclear energy,Freestanding,Wind Energy,0.0
2153,2153,SG,0.0,Nuclear energy,Waste incineration,Wind Energy,0.0
2154,2154,SG,0.0,Nuclear energy,Wastewater power plant,Wind Energy,0.0
2155,2155,SG,0.0,Nuclear energy,Storage power plant,Wind Energy,0.0
2156,2156,SG,0.0,Nuclear energy,Pumped storage power plant,Wind Energy,0.0
2157,2157,SG,0.0,Nuclear energy,Integrated,Hydroelectric power,0.0
2158,2158,SG,0.0,Nuclear energy,Attached,Hydroelectric power,0.0
2159,2159,SG,0.0,Nuclear energy,,Hydroelectric power,0.0
2160,2160,SG,0.0,Nuclear energy,Continuous power plant,Hydroelectric power,0.0
2161,2161,SG,0.0,Nuclear energy,Drinking water power plant,Hydroelectric power,0.0
2162,2162,SG,0.0,Nuclear energy,Wastewater treatment,Hydroelectric power,0.0
2163,2163,SG,0.0,Nuclear energy,Diversion power plant,Hydroelectric power,0.0
2164,2164,SG,0.0,Nuclear energy,Biomass usage,Hydroelectric power,0.0
2165,2165,SG,0.0,Nuclear energy,Weir plant,Hydroelectric power,0.0
2166,2166,SG,0.0,Nuclear energy,Freestanding,Hydroelectric power,0.0
2167,2167,SG,0.0,Nuclear energy,Waste incineration,Hydroelectric power,0.0
2168,2168,SG,0.0,Nuclear energy,Wastewater power plant,Hydroelectric power,0.0
2169,2169,SG,0.0,Nuclear energy,Storage power plant,Hydroelectric power,0.0
2170,2170,SG,0.0,Nuclear energy,Pumped storage power plant,Hydroelectric power,0.0
2171,2171,SG,0.0,Nuclear energy,Integrated,Biomass,0.0
2172,2172,SG,0.0,Nuclear energy,Attached,Biomass,0.0
2173,2173,SG,0.0,Nuclear energy,,Biomass,0.0
2174,2174,SG,0.0,Nuclear energy,Continuous power plant,Biomass,0.0
2175,2175,SG,0.0,Nuclear energy,Drinking water power plant,Biomass,0.0
2176,2176,SG,0.0,Nuclear energy,Wastewater treatment,Biomass,0.0
2177,2177,SG,0.0,Nuclear energy,Diversion power plant,Biomass,0.0
2178,2178,SG,0.0,Nuclear energy,Biomass usage,Biomass,0.0
2179,2179,SG,0.0,Nuclear energy,Weir plant,Biomass,0.0
2180,2180,SG,0.0,Nuclear energy,Freestanding,Biomass,0.0
2181,2181,SG,0.0,Nuclear energy,Waste incineration,Biomass,0.0
2182,2182,SG,0.0,Nuclear energy,Wastewater power plant,Biomass,0.0
2183,2183,SG,0.0,Nuclear energy,Storage power plant,Biomass,0.0
2184,2184,SG,0.0,Nuclear energy,Pumped storage power plant,Biomass,0.0
2185,2185,SG,0.0,Nuclear energy,Integrated,Waste,0.0
2186,2186,SG,0.0,Nuclear energy,Attached,Waste,0.0
2187,2187,SG,0.0,Nuclear energy,,Waste,0.0
2188,2188,SG,0.0,Nuclear energy,Continuous power plant,Waste,0.0
2189,2189,SG,0.0,Nuclear energy,Drinking water power plant,Waste,0.0
2190,2190,SG,0.0,Nuclear energy,Wastewater treatment,Waste,0.0
2191,2191,SG,0.0,Nuclear energy,Diversion power plant,Waste,0.0
2192,2192,SG,0.0,Nuclear energy,Biomass usage,Waste,0.0
2193,2193,SG,0.0,Nuclear energy,Weir plant,Waste,0.0
2194,2194,SG,0.0,Nuclear energy,Freestanding,Waste,0.0
2195,2195,SG,0.0,Nuclear energy,Waste incineration,Waste,0.0
2196,2196,SG,0.0,Nuclear energy,Wastewater power plant,Waste,0.0
2197,2197,SG,0.0,Nuclear energy,Storage power plant,Waste,0.0
2198,2198,SG,0.0,Nuclear energy,Pumped storage power plant,Waste,0.0
2199,2199,SG,0.0,Nuclear energy,Integrated,Natural gas,0.0
2200,2200,SG,0.0,Nuclear energy,Attached,Natural gas,0.0
2201,2201,SG,0.0,Nuclear energy,,Natural gas,0.0
2202,2202,SG,0.0,Nuclear energy,Continuous power plant,Natural gas,0.0
2203,2203,SG,0.0,Nuclear energy,Drinking water power plant,Natural gas,0.0
2204,2204,SG,0.0,Nuclear energy,Wastewater treatment,Natural gas,0.0
2205,2205,SG,0.0,Nuclear energy,Diversion power plant,Natural gas,0.0
2206,2206,SG,0.0,Nuclear energy,Biomass usage,Natural gas,0.0
2207,2207,SG,0.0,Nuclear energy,Weir plant,Natural gas,0.0
2208,2208,SG,0.0,Nuclear energy,Freestanding,Natural gas,0.0
2209,2209,SG,0.0,Nuclear energy,Waste incineration,Natural gas,0.0
2210,2210,SG,0.0,Nuclear energy,Wastewater power plant,Natural gas,0.0
2211,2211,SG,0.0,Nuclear energy,Storage power plant,Natural gas,0.0
2212,2212,SG,0.0,Nuclear energy,Pumped storage power plant,Natural gas,0.0
2213,2213,SG,0.0,Nuclear energy,Integrated,Nuclear energy,0.0
2214,2214,SG,0.0,Nuclear energy,Attached,Nuclear energy,0.0
2215,2215,SG,0.0,Nuclear energy,,Nuclear energy,0.0
2216,2216,SG,0.0,Nuclear energy,Continuous power plant,Nuclear energy,0.0
2217,2217,SG,0.0,Nuclear energy,Drinking water power plant,Nuclear energy,0.0
2218,2218,SG,0.0,Nuclear energy,Wastewater treatment,Nuclear energy,0.0
2219,2219,SG,0.0,Nuclear energy,Diversion power plant,Nuclear energy,0.0
2220,2220,SG,0.0,Nuclear energy,Biomass usage,Nuclear energy,0.0
2221,2221,SG,0.0,Nuclear energy,Weir plant,Nuclear energy,0.0
2222,2222,SG,0.0,Nuclear energy,Freestanding,Nuclear energy,0.0
2223,2223,SG,0.0,Nuclear energy,Waste incineration,Nuclear energy,0.0
2224,2224,SG,0.0,Nuclear energy,Wastewater power plant,Nuclear energy,0.0
2225,2225,SG,0.0,Nuclear energy,Storage power plant,Nuclear energy,0.0
2226,2226,SG,0.0,Nuclear energy,Pumped storage power plant,Nuclear energy,0.0
2227,2227,SG,0.0,Nuclear energy,Integrated,Crude oil,0.0
2228,2228,SG,0.0,Nuclear energy,Attached,Crude oil,0.0
2229,2229,SG,0.0,Nuclear energy,,Crude oil,0.0
2230,2230,SG,0.0,Nuclear energy,Continuous power plant,Crude oil,0.0
2231,2231,SG,0.0,Nuclear energy,Drinking water power plant,Crude oil,0.0
2232,2232,SG,0.0,Nuclear energy,Wastewater treatment,Crude oil,0.0
2233,2233,SG,0.0,Nuclear energy,Diversion power plant,Crude oil,0.0
2234,2234,SG,0.0,Nuclear energy,Biomass usage,Crude oil,0.0
2235,2235,SG,0.0,Nuclear energy,Weir plant,Crude oil,0.0
2236,2236,SG,0.0,Nuclear energy,Freestanding,Crude oil,0.0
2237,2237,SG,0.0,Nuclear energy,Waste incineration,Crude oil,0.0
2238,2238,SG,0.0,Nuclear energy,Wastewater power plant,Crude oil,0.0
2239,2239,SG,0.0,Nuclear energy,Storage power plant,Crude oil,0.0
2240,2240,SG,0.0,Nuclear energy,Pumped storage power plant,Crude oil,0.0
2241,2241,TI,3575.96,Other renewable energies,Integrated,Photovoltaic,3668.32
2242,2242,TI,111594.37,Other renewable energies,Attached,Photovoltaic,116221.1
2243,2243,TI,0.0,Other renewable energies,,Photovoltaic,0.0
2244,2244,TI,0.0,Other renewable energies,Continuous power plant,Photovoltaic,0.0
2245,2245,TI,0.0,Other renewable energies,Drinking water power plant,Photovoltaic,0.0
2246,2246,TI,0.0,Other renewable energies,Wastewater treatment,Photovoltaic,0.0
2247,2247,TI,0.0,Other renewable energies,Diversion power plant,Photovoltaic,0.0
2248,2248,TI,0.0,Other renewable energies,Biomass usage,Photovoltaic,0.0
2249,2249,TI,0.0,Other renewable energies,Weir plant,Photovoltaic,0.0
2250,2250,TI,137.06,Other renewable energies,Freestanding,Photovoltaic,142.54000000000005
2251,2251,TI,0.0,Other renewable energies,Waste incineration,Photovoltaic,0.0
2252,2252,TI,0.0,Other renewable energies,Wastewater power plant,Photovoltaic,0.0
2253,2253,TI,0.0,Other renewable energies,Storage power plant,Photovoltaic,0.0
2254,2254,TI,0.0,Other renewable energies,Pumped storage power plant,Photovoltaic,0.0
2255,2255,TI,0.0,Other renewable energies,Integrated,Wind Energy,0.0
2256,2256,TI,0.0,Other renewable energies,Attached,Wind Energy,0.0
2257,2257,TI,0.0,Other renewable energies,,Wind Energy,0.0
2258,2258,TI,0.0,Other renewable energies,Continuous power plant,Wind Energy,0.0
2259,2259,TI,0.0,Other renewable energies,Drinking water power plant,Wind Energy,0.0
2260,2260,TI,0.0,Other renewable energies,Wastewater treatment,Wind Energy,0.0
2261,2261,TI,0.0,Other renewable energies,Diversion power plant,Wind Energy,0.0
2262,2262,TI,0.0,Other renewable energies,Biomass usage,Wind Energy,0.0
2263,2263,TI,0.0,Other renewable energies,Weir plant,Wind Energy,0.0
2264,2264,TI,0.0,Other renewable energies,Freestanding,Wind Energy,0.0
2265,2265,TI,0.0,Other renewable energies,Waste incineration,Wind Energy,0.0
2266,2266,TI,0.0,Other renewable energies,Wastewater power plant,Wind Energy,0.0
2267,2267,TI,0.0,Other renewable energies,Storage power plant,Wind Energy,0.0
2268,2268,TI,0.0,Other renewable energies,Pumped storage power plant,Wind Energy,0.0
2269,2269,TI,0.0,Other renewable energies,Integrated,Hydroelectric power,0.0
2270,2270,TI,0.0,Other renewable energies,Attached,Hydroelectric power,0.0
2271,2271,TI,0.0,Other renewable energies,,Hydroelectric power,0.0
2272,2272,TI,0.0,Other renewable energies,Continuous power plant,Hydroelectric power,0.0
2273,2273,TI,0.0,Other renewable energies,Drinking water power plant,Hydroelectric power,0.0
2274,2274,TI,0.0,Other renewable energies,Wastewater treatment,Hydroelectric power,0.0
2275,2275,TI,0.0,Other renewable energies,Diversion power plant,Hydroelectric power,0.0
2276,2276,TI,0.0,Other renewable energies,Biomass usage,Hydroelectric power,0.0
2277,2277,TI,0.0,Other renewable energies,Weir plant,Hydroelectric power,0.0
2278,2278,TI,0.0,Other renewable energies,Freestanding,Hydroelectric power,0.0
2279,2279,TI,0.0,Other renewable energies,Waste incineration,Hydroelectric power,0.0
2280,2280,TI,0.0,Other renewable energies,Wastewater power plant,Hydroelectric power,0.0
2281,2281,TI,0.0,Other renewable energies,Storage power plant,Hydroelectric power,0.0
2282,2282,TI,0.0,Other renewable energies,Pumped storage power plant,Hydroelectric power,0.0
2283,2283,TI,0.0,Other renewable energies,Integrated,Biomass,0.0
2284,2284,TI,0.0,Other renewable energies,Attached,Biomass,0.0
2285,2285,TI,0.0,Other renewable energies,,Biomass,0.0
2286,2286,TI,0.0,Other renewable energies,Continuous power plant,Biomass,0.0
2287,2287,TI,0.0,Other renewable energies,Drinking water power plant,Biomass,0.0
2288,2288,TI,409.0,Other renewable energies,Wastewater treatment,Biomass,409.0
2289,2289,TI,0.0,Other renewable energies,Diversion power plant,Biomass,0.0
2290,2290,TI,1545.0,Other renewable energies,Biomass usage,Biomass,1545.0
2291,2291,TI,0.0,Other renewable energies,Weir plant,Biomass,0.0
2292,2292,TI,0.0,Other renewable energies,Freestanding,Biomass,0.0
2293,2293,TI,0.0,Other renewable energies,Waste incineration,Biomass,0.0
2294,2294,TI,0.0,Other renewable energies,Wastewater power plant,Biomass,0.0
2295,2295,TI,0.0,Other renewable energies,Storage power plant,Biomass,0.0
2296,2296,TI,0.0,Other renewable energies,Pumped storage power plant,Biomass,0.0
2297,2297,TI,0.0,Other renewable energies,Integrated,Waste,0.0
2298,2298,TI,0.0,Other renewable energies,Attached,Waste,0.0
2299,2299,TI,0.0,Other renewable energies,,Waste,0.0
2300,2300,TI,0.0,Other renewable energies,Continuous power plant,Waste,0.0
2301,2301,TI,0.0,Other renewable energies,Drinking water power plant,Waste,0.0
2302,2302,TI,0.0,Other renewable energies,Wastewater treatment,Waste,0.0
2303,2303,TI,0.0,Other renewable energies,Diversion power plant,Waste,0.0
2304,2304,TI,0.0,Other renewable energies,Biomass usage,Waste,0.0
2305,2305,TI,0.0,Other renewable energies,Weir plant,Waste,0.0
2306,2306,TI,0.0,Other renewable energies,Freestanding,Waste,0.0
2307,2307,TI,18600.0,Other renewable energies,Waste incineration,Waste,18600.0
2308,2308,TI,0.0,Other renewable energies,Wastewater power plant,Waste,0.0
2309,2309,TI,0.0,Other renewable energies,Storage power plant,Waste,0.0
2310,2310,TI,0.0,Other renewable energies,Pumped storage power plant,Waste,0.0
2311,2311,TI,0.0,Other renewable energies,Integrated,Natural gas,0.0
2312,2312,TI,0.0,Other renewable energies,Attached,Natural gas,0.0
2313,2313,TI,0.0,Other renewable energies,,Natural gas,0.0
2314,2314,TI,0.0,Other renewable energies,Continuous power plant,Natural gas,0.0
2315,2315,TI,0.0,Other renewable energies,Drinking water power plant,Natural gas,0.0
2316,2316,TI,0.0,Other renewable energies,Wastewater treatment,Natural gas,0.0
2317,2317,TI,0.0,Other renewable energies,Diversion power plant,Natural gas,0.0
2318,2318,TI,0.0,Other renewable energies,Biomass usage,Natural gas,0.0
2319,2319,TI,0.0,Other renewable energies,Weir plant,Natural gas,0.0
2320,2320,TI,0.0,Other renewable energies,Freestanding,Natural gas,0.0
2321,2321,TI,0.0,Other renewable energies,Waste incineration,Natural gas,0.0
2322,2322,TI,0.0,Other renewable energies,Wastewater power plant,Natural gas,0.0
2323,2323,TI,0.0,Other renewable energies,Storage power plant,Natural gas,0.0
2324,2324,TI,0.0,Other renewable energies,Pumped storage power plant,Natural gas,0.0
2325,2325,TI,0.0,Other renewable energies,Integrated,Nuclear energy,0.0
2326,2326,TI,0.0,Other renewable energies,Attached,Nuclear energy,0.0
2327,2327,TI,0.0,Other renewable energies,,Nuclear energy,0.0
2328,2328,TI,0.0,Other renewable energies,Continuous power plant,Nuclear energy,0.0
2329,2329,TI,0.0,Other renewable energies,Drinking water power plant,Nuclear energy,0.0
2330,2330,TI,0.0,Other renewable energies,Wastewater treatment,Nuclear energy,0.0
2331,2331,TI,0.0,Other renewable energies,Diversion power plant,Nuclear energy,0.0
2332,2332,TI,0.0,Other renewable energies,Biomass usage,Nuclear energy,0.0
2333,2333,TI,0.0,Other renewable energies,Weir plant,Nuclear energy,0.0
2334,2334,TI,0.0,Other renewable energies,Freestanding,Nuclear energy,0.0
2335,2335,TI,0.0,Other renewable energies,Waste incineration,Nuclear energy,0.0
2336,2336,TI,0.0,Other renewable energies,Wastewater power plant,Nuclear energy,0.0
2337,2337,TI,0.0,Other renewable energies,Storage power plant,Nuclear energy,0.0
2338,2338,TI,0.0,Other renewable energies,Pumped storage power plant,Nuclear energy,0.0
2339,2339,TI,0.0,Other renewable energies,Integrated,Crude oil,0.0
2340,2340,TI,0.0,Other renewable energies,Attached,Crude oil,0.0
2341,2341,TI,0.0,Other renewable energies,,Crude oil,0.0
2342,2342,TI,0.0,Other renewable energies,Continuous power plant,Crude oil,0.0
2343,2343,TI,0.0,Other renewable energies,Drinking water power plant,Crude oil,0.0
2344,2344,TI,0.0,Other renewable energies,Wastewater treatment,Crude oil,0.0
2345,2345,TI,0.0,Other renewable energies,Diversion power plant,Crude oil,0.0
2346,2346,TI,0.0,Other renewable energies,Biomass usage,Crude oil,0.0
2347,2347,TI,0.0,Other renewable energies,Weir plant,Crude oil,0.0
2348,2348,TI,0.0,Other renewable energies,Freestanding,Crude oil,0.0
2349,2349,TI,0.0,Other renewable energies,Waste incineration,Crude oil,0.0
2350,2350,TI,0.0,Other renewable energies,Wastewater power plant,Crude oil,0.0
2351,2351,TI,0.0,Other renewable energies,Storage power plant,Crude oil,0.0
2352,2352,TI,0.0,Other renewable energies,Pumped storage power plant,Crude oil,0.0
2353,2353,TI,0.0,Hydroelectric power,Integrated,Photovoltaic,0.0
2354,2354,TI,0.0,Hydroelectric power,Attached,Photovoltaic,0.0
2355,2355,TI,0.0,Hydroelectric power,,Photovoltaic,0.0
2356,2356,TI,0.0,Hydroelectric power,Continuous power plant,Photovoltaic,0.0
2357,2357,TI,0.0,Hydroelectric power,Drinking water power plant,Photovoltaic,0.0
2358,2358,TI,0.0,Hydroelectric power,Wastewater treatment,Photovoltaic,0.0
2359,2359,TI,0.0,Hydroelectric power,Diversion power plant,Photovoltaic,0.0
2360,2360,TI,0.0,Hydroelectric power,Biomass usage,Photovoltaic,0.0
2361,2361,TI,0.0,Hydroelectric power,Weir plant,Photovoltaic,0.0
2362,2362,TI,0.0,Hydroelectric power,Freestanding,Photovoltaic,0.0
2363,2363,TI,0.0,Hydroelectric power,Waste incineration,Photovoltaic,0.0
2364,2364,TI,0.0,Hydroelectric power,Wastewater power plant,Photovoltaic,0.0
2365,2365,TI,0.0,Hydroelectric power,Storage power plant,Photovoltaic,0.0
2366,2366,TI,0.0,Hydroelectric power,Pumped storage power plant,Photovoltaic,0.0
2367,2367,TI,0.0,Hydroelectric power,Integrated,Wind Energy,0.0
2368,2368,TI,0.0,Hydroelectric power,Attached,Wind Energy,0.0
2369,2369,TI,0.0,Hydroelectric power,,Wind Energy,0.0
2370,2370,TI,0.0,Hydroelectric power,Continuous power plant,Wind Energy,0.0
2371,2371,TI,0.0,Hydroelectric power,Drinking water power plant,Wind Energy,0.0
2372,2372,TI,0.0,Hydroelectric power,Wastewater treatment,Wind Energy,0.0
2373,2373,TI,0.0,Hydroelectric power,Diversion power plant,Wind Energy,0.0
2374,2374,TI,0.0,Hydroelectric power,Biomass usage,Wind Energy,0.0
2375,2375,TI,0.0,Hydroelectric power,Weir plant,Wind Energy,0.0
2376,2376,TI,0.0,Hydroelectric power,Freestanding,Wind Energy,0.0
2377,2377,TI,0.0,Hydroelectric power,Waste incineration,Wind Energy,0.0
2378,2378,TI,0.0,Hydroelectric power,Wastewater power plant,Wind Energy,0.0
2379,2379,TI,0.0,Hydroelectric power,Storage power plant,Wind Energy,0.0
2380,2380,TI,0.0,Hydroelectric power,Pumped storage power plant,Wind Energy,0.0
2381,2381,TI,0.0,Hydroelectric power,Integrated,Hydroelectric power,0.0
2382,2382,TI,0.0,Hydroelectric power,Attached,Hydroelectric power,0.0
2383,2383,TI,0.0,Hydroelectric power,,Hydroelectric power,0.0
2384,2384,TI,143321.0,Hydroelectric power,Continuous power plant,Hydroelectric power,143321.0
2385,2385,TI,3340.6,Hydroelectric power,Drinking water power plant,Hydroelectric power,3340.6
2386,2386,TI,0.0,Hydroelectric power,Wastewater treatment,Hydroelectric power,0.0
2387,2387,TI,450818.2,Hydroelectric power,Diversion power plant,Hydroelectric power,450818.2
2388,2388,TI,0.0,Hydroelectric power,Biomass usage,Hydroelectric power,0.0
2389,2389,TI,4400.0,Hydroelectric power,Weir plant,Hydroelectric power,4400.0
2390,2390,TI,0.0,Hydroelectric power,Freestanding,Hydroelectric power,0.0
2391,2391,TI,0.0,Hydroelectric power,Waste incineration,Hydroelectric power,0.0
2392,2392,TI,0.0,Hydroelectric power,Wastewater power plant,Hydroelectric power,0.0
2393,2393,TI,286269.0,Hydroelectric power,Storage power plant,Hydroelectric power,286269.0
2394,2394,TI,192200.0,Hydroelectric power,Pumped storage power plant,Hydroelectric power,192200.0
2395,2395,TI,0.0,Hydroelectric power,Integrated,Biomass,0.0
2396,2396,TI,0.0,Hydroelectric power,Attached,Biomass,0.0
2397,2397,TI,0.0,Hydroelectric power,,Biomass,0.0
2398,2398,TI,0.0,Hydroelectric power,Continuous power plant,Biomass,0.0
2399,2399,TI,0.0,Hydroelectric power,Drinking water power plant,Biomass,0.0
2400,2400,TI,0.0,Hydroelectric power,Wastewater treatment,Biomass,0.0
2401,2401,TI,0.0,Hydroelectric power,Diversion power plant,Biomass,0.0
2402,2402,TI,0.0,Hydroelectric power,Biomass usage,Biomass,0.0
2403,2403,TI,0.0,Hydroelectric power,Weir plant,Biomass,0.0
2404,2404,TI,0.0,Hydroelectric power,Freestanding,Biomass,0.0
2405,2405,TI,0.0,Hydroelectric power,Waste incineration,Biomass,0.0
2406,2406,TI,0.0,Hydroelectric power,Wastewater power plant,Biomass,0.0
2407,2407,TI,0.0,Hydroelectric power,Storage power plant,Biomass,0.0
2408,2408,TI,0.0,Hydroelectric power,Pumped storage power plant,Biomass,0.0
2409,2409,TI,0.0,Hydroelectric power,Integrated,Waste,0.0
2410,2410,TI,0.0,Hydroelectric power,Attached,Waste,0.0
2411,2411,TI,0.0,Hydroelectric power,,Waste,0.0
2412,2412,TI,0.0,Hydroelectric power,Continuous power plant,Waste,0.0
2413,2413,TI,0.0,Hydroelectric power,Drinking water power plant,Waste,0.0
2414,2414,TI,0.0,Hydroelectric power,Wastewater treatment,Waste,0.0
2415,2415,TI,0.0,Hydroelectric power,Diversion power plant,Waste,0.0
2416,2416,TI,0.0,Hydroelectric power,Biomass usage,Waste,0.0
2417,2417,TI,0.0,Hydroelectric power,Weir plant,Waste,0.0
2418,2418,TI,0.0,Hydroelectric power,Freestanding,Waste,0.0
2419,2419,TI,0.0,Hydroelectric power,Waste incineration,Waste,0.0
2420,2420,TI,0.0,Hydroelectric power,Wastewater power plant,Waste,0.0
